date,plan,mrr,customers,churn_rate
2049-04-19,Enterprise,471464.79,2028,0.015
2049-05-19,Starter,5725.4,21,0.047
2049-05-19,Growth,41613.95,154,0.059
2049-05-19,Scale,107848.1,419,0.034
2049-05-19,Enterprise,411297.24,1562,0.067
2049-06-18,Starter,8792.35,29,0.057
2049-06-18,Growth,61580.84,166,0.078
2049-06-18,Scale,116275.42,664,0.035
2049-06-18,Enterprise,369713.3,1028,0.071
2049-07-18,Starter,7390.22,44,0.053
2049-07-18,Growth,27097.2,237,0.07
2049-07-18,Scale,120818.88,794,0.063
2049-07-18,Enterprise,392751.41,1655,0.06
2049-08-17,Starter,4111.46,68,0.024
2049-08-17,Growth,41743.53,124,0.071
2049-08-17,Scale,71124.49,829,0.052
2049-08-17,Enterprise,495345.89,3253,0.021
2049-09-16,Starter,10511.55,29,0.05
2049-09-16,Growth,51604.08,405,0.063
2049-09-16,Scale,54048.88,214,0.075
2049-09-16,Enterprise,229120.06,1016,0.021
2049-10-16,Starter,12673.43,86,0.079
2049-10-16,Growth,31037.98,168,0.024
2049-10-16,Scale,58207.06,162,0.035
2049-10-16,Enterprise,239080.48,4022,0.014
2049-11-15,Starter,5952.25,54,0.067
2049-11-15,Growth,31174.83,154,0.047
2049-11-15,Scale,132890.53,1750,0.013
2049-11-15,Enterprise,576573.09,1880,0.035
2049-12-15,Starter,9209.04,33,0.032
2049-12-15,Growth,38682.84,126,0.06
2049-12-15,Scale,78032.47,237,0.033
2049-12-15,Enterprise,530593.17,6386,0.049
2050-01-14,Starter,13476.42,52,0.017
2050-01-14,Growth,36461.6,139,0.073
2050-01-14,Scale,82009.52,863,0.039
2050-01-14,Enterprise,447025.03,1187,0.074
2050-02-13,Starter,11812.58,244,0.078
2050-02-13,Growth,60455.65,195,0.079
2050-02-13,Scale,96776.63,369,0.011
2050-02-13,Enterprise,537443.85,1493,0.069
2050-03-15,Starter,11073.35,41,0.021
2050-03-15,Growth,29324.0,89,0.019
2050-03-15,Scale,116947.93,614,0.045
2050-03-15,Enterprise,212655.04,740,0.054
2050-04-14,Starter,8812.15,23,0.038
2050-04-14,Growth,48234.04,272,0.053
2050-04-14,Scale,148647.66,387,0.012
2050-04-14,Enterprise,241976.05,1759,0.05
2050-05-14,Starter,13216.95,185,0.01
2050-05-14,Growth,33973.91,276,0.056
2050-05-14,Scale,130348.1,350,0.076
2050-05-14,Enterprise,310129.17,3580,0.019
2050-06-13,Starter,10160.68,176,0.024
2050-06-13,Growth,24623.75,433,0.055
2050-06-13,Scale,108576.33,315,0.049
2050-06-13,Enterprise,424033.08,1392,0.028
2050-07-13,Starter,5754.14,27,0.019
2050-07-13,Growth,46732.27,650,0.033
2050-07-13,Scale,165777.54,499,0.033
2050-07-13,Enterprise,588546.94,1641,0.066
2050-08-12,Starter,4051.43,10,0.074
2050-08-12,Growth,62946.25,342,0.066
2050-08-12,Scale,54487.32,228,0.022
2050-08-12,Enterprise,564160.69,5347,0.011
2050-09-11,Starter,11842.76,34,0.072
2050-09-11,Growth,30438.24,79,0.038
2050-09-11,Scale,177035.96,456,0.013
2050-09-11,Enterprise,412019.92,3107,0.016
2050-10-11,Starter,8995.98,29,0.045
2050-10-11,Growth,38769.3,100,0.028
2050-10-11,Scale,53618.89,147,0.033
2050-10-11,Enterprise,526519.75,2695,0.019
2050-11-10,Starter,9145.94,42,0.046
2050-11-10,Growth,42470.84,140,0.037
2050-11-10,Scale,105117.19,266,0.078
2050-11-10,Enterprise,433400.43,3451,0.024
2050-12-10,Starter,10660.81,181,0.055
2050-12-10,Growth,60649.53,676,0.051
2050-12-10,Scale,166020.85,417,0.066
2050-12-10,Enterprise,541355.72,2254,0.011
2051-01-09,Starter,6757.0,19,0.029
2051-01-09,Growth,54446.76,149,0.016
2051-01-09,Scale,125798.12,2761,0.046
2051-01-09,Enterprise,253734.61,3033,0.06
2051-02-08,Starter,6534.77,16,0.051
2051-02-08,Growth,66100.83,423,0.027
2051-02-08,Scale,71829.48,240,0.03
2051-02-08,Enterprise,195623.09,660,0.019
2051-03-10,Starter,8671.03,35,0.013
2051-03-10,Growth,35700.62,236,0.019
2051-03-10,Scale,81455.47,481,0.017
2051-03-10,Enterprise,487532.43,2313,0.055
2051-04-09,Starter,12464.33,78,0.025
2051-04-09,Growth,50233.02,276,0.011
2051-04-09,Scale,124057.55,353,0.063
2051-04-09,Enterprise,342555.59,1289,0.062
2051-05-09,Starter,8238.31,25,0.037
2051-05-09,Growth,50534.27,199,0.022
2051-05-09,Scale,153576.15,406,0.047
2051-05-09,Enterprise,246727.68,687,0.047
2051-06-08,Starter,5639.33,24,0.01
2051-06-08,Growth,55736.01,242,0.021
2051-06-08,Scale,100123.71,1819,0.073
2051-06-08,Enterprise,393355.35,2030,0.061
2051-07-08,Starter,11106.62,32,0.044
2051-07-08,Growth,38436.04,176,0.011
2051-07-08,Scale,177997.93,1268,0.066
2051-07-08,Enterprise,262791.19,672,0.061
2051-08-07,Starter,10004.85,29,0.043
2051-08-07,Growth,25550.86,207,0.055
2051-08-07,Scale,61116.21,288,0.073
2051-08-07,Enterprise,471202.5,1595,0.052
2051-09-06,Starter,5617.05,25,0.054
2051-09-06,Growth,31954.34,108,0.078
2051-09-06,Scale,62053.94,216,0.059
2051-09-06,Enterprise,296548.54,1291,0.058
2051-10-06,Starter,14405.45,149,0.041
2051-10-06,Growth,56187.81,164,0.056
2051-10-06,Scale,157833.16,600,0.04
2051-10-06,Enterprise,316876.39,2320,0.038
2051-11-05,Starter,12356.37,187,0.035
2051-11-05,Growth,50397.2,331,0.018
2051-11-05,Scale,105514.63,457,0.04
2051-11-05,Enterprise,588548.15,13732,0.067
2051-12-05,Starter,10018.91,87,0.062
2051-12-05,Growth,59372.46,958,0.018
2051-12-05,Scale,157929.18,462,0.016
2051-12-05,Enterprise,500203.76,2023,0.056
2052-01-04,Starter,5636.44,15,0.02
2052-01-04,Growth,44804.87,142,0.065
2052-01-04,Scale,80219.69,252,0.052
2052-01-04,Enterprise,385091.79,2051,0.013
2052-02-03,Starter,10748.07,34,0.041
2052-02-03,Growth,53462.09,139,0.066
2052-02-03,Scale,171174.15,439,0.029
2052-02-03,Enterprise,528952.31,4775,0.031
2052-03-04,Starter,4041.11,11,0.033
2052-03-04,Growth,29656.95,95,0.036
2052-03-04,Scale,172593.58,939,0.079
2052-03-04,Enterprise,390034.83,1042,0.033
2052-04-03,Starter,6949.52,19,0.034
2052-04-03,Growth,48269.25,133,0.013
2052-04-03,Scale,174362.91,813,0.029
2052-04-03,Enterprise,510825.36,1288,0.054
2052-05-03,Starter,5502.39,61,0.054
2052-05-03,Growth,56695.15,311,0.059
2052-05-03,Scale,161335.78,609,0.014
2052-05-03,Enterprise,444089.17,4667,0.047
2052-06-02,Starter,14711.02,78,0.062
2052-06-02,Growth,65804.11,690,0.045
2052-06-02,Scale,154048.49,1518,0.016
2052-06-02,Enterprise,575009.48,3409,0.032
2052-07-02,Starter,13708.15,42,0.069
2052-07-02,Growth,29868.86,232,0.011
2052-07-02,Scale,120837.54,743,0.032
2052-07-02,Enterprise,233899.01,633,0.037
2052-08-01,Starter,8600.8,72,0.053
2052-08-01,Growth,39158.95,144,0.029
2052-08-01,Scale,156346.75,3821,0.049
2052-08-01,Enterprise,529756.31,11023,0.044
2052-08-31,Starter,7816.1,27,0.073
2052-08-31,Growth,54614.52,144,0.053
2052-08-31,Scale,60719.93,283,0.036
2052-08-31,Enterprise,241720.05,851,0.029
2052-09-30,Starter,5108.15,33,0.065
2052-09-30,Growth,36344.29,128,0.04
2052-09-30,Scale,90574.11,385,0.046
2052-09-30,Enterprise,484264.67,3782,0.065
2052-10-30,Starter,7777.79,31,0.029
2052-10-30,Growth,41899.64,252,0.065
2052-10-30,Scale,134137.8,2520,0.011
2052-10-30,Enterprise,323633.64,1074,0.028
2052-11-29,Starter,12869.56,111,0.068
2052-11-29,Growth,30505.07,96,0.048
2052-11-29,Scale,145098.15,1892,0.07
2052-11-29,Enterprise,546617.16,5312,0.02
2052-12-29,Starter,4106.72,16,0.064
2052-12-29,Growth,63579.39,1071,0.038
2052-12-29,Scale,186996.87,1475,0.071
2052-12-29,Enterprise,334477.54,1972,0.042
2053-01-28,Starter,5479.76,93,0.013
2053-01-28,Growth,25472.28,159,0.028
2053-01-28,Scale,117019.89,956,0.03
2053-01-28,Enterprise,624950.36,4938,0.015
2053-02-27,Starter,14096.98,104,0.048
2053-02-27,Growth,26076.27,156,0.036
2053-02-27,Scale,189771.95,1176,0.028
2053-02-27,Enterprise,278307.86,2026,0.078
2053-03-29,Starter,11212.33,74,0.038
2053-03-29,Growth,36358.71,132,0.043
2053-03-29,Scale,141218.83,922,0.027
2053-03-29,Enterprise,241729.75,1405,0.036
2053-04-28,Starter,10328.25,30,0.057
2053-04-28,Growth,49740.61,128,0.034
2053-04-28,Scale,159869.93,1076,0.044
2053-04-28,Enterprise,614267.56,8170,0.039
2053-05-28,Starter,4621.7,14,0.074
2053-05-28,Growth,59937.6,445,0.055
2053-05-28,Scale,164587.82,876,0.027
2053-05-28,Enterprise,527175.67,1910,0.077
2053-06-27,Starter,7545.62,185,0.011
2053-06-27,Growth,24648.29,133,0.052
2053-06-27,Scale,193786.15,722,0.017
2053-06-27,Enterprise,522750.27,2404,0.051
2053-07-27,Starter,12308.93,37,0.059
2053-07-27,Growth,70874.32,835,0.034
2053-07-27,Scale,99172.62,610,0.013
2053-07-27,Enterprise,516121.15,2348,0.03
2053-08-26,Starter,12266.94,66,0.019
2053-08-26,Growth,20709.81,79,0.037
2053-08-26,Scale,55818.61,271,0.053
2053-08-26,Enterprise,190179.16,551,0.063
2053-09-25,Starter,9156.27,173,0.037
2053-09-25,Growth,49883.84,182,0.05
2053-09-25,Scale,124362.44,635,0.052
2053-09-25,Enterprise,630134.91,4131,0.058
2053-10-25,Starter,8716.43,29,0.018
2053-10-25,Growth,62034.83,249,0.065
2053-10-25,Scale,150345.48,473,0.075
2053-10-25,Enterprise,380749.42,2062,0.027
2053-11-24,Starter,15621.53,48,0.044
2053-11-24,Growth,32338.09,90,0.066
2053-11-24,Scale,156390.37,615,0.013
2053-11-24,Enterprise,204298.71,2372,0.047
2053-12-24,Starter,6650.05,20,0.078
2053-12-24,Growth,31896.62,194,0.017
2053-12-24,Scale,81953.98,1922,0.029
2053-12-24,Enterprise,199578.46,957,0.07
2054-01-23,Starter,6095.92,22,0.078
2054-01-23,Growth,31769.5,170,0.057
2054-01-23,Scale,86738.22,407,0.064
2054-01-23,Enterprise,453462.11,2278,0.067
2054-02-22,Starter,4926.17,16,0.046
2054-02-22,Growth,20819.58,70,0.07
2054-02-22,Scale,185366.27,4216,0.014
2054-02-22,Enterprise,400173.34,1336,0.066
2054-03-24,Starter,13186.29,66,0.036
2054-03-24,Growth,63677.12,353,0.012
2054-03-24,Scale,79608.62,230,0.023
2054-03-24,Enterprise,663199.34,3501,0.073
2054-04-23,Starter,9694.22,38,0.029
2054-04-23,Growth,61920.96,958,0.072
2054-04-23,Scale,182255.97,798,0.04
2054-04-23,Enterprise,464473.36,6464,0.019
2054-05-23,Starter,5726.76,51,0.066
2054-05-23,Growth,23849.65,89,0.022
2054-05-23,Scale,183128.84,555,0.016
2054-05-23,Enterprise,231847.89,1072,0.055
2054-06-22,Starter,10872.36,27,0.069
2054-06-22,Growth,63957.62,181,0.038
2054-06-22,Scale,167388.59,1082,0.077
2054-06-22,Enterprise,489434.79,3540,0.074
2054-07-22,Starter,12451.38,118,0.058
2054-07-22,Growth,37160.23,259,0.015
2054-07-22,Scale,132255.18,404,0.058
2054-07-22,Enterprise,508737.92,1613,0.059
2054-08-21,Starter,5259.56,29,0.042
2054-08-21,Growth,47896.12,1028,0.034
2054-08-21,Scale,63093.48,264,0.055
2054-08-21,Enterprise,447566.59,1551,0.025
2054-09-20,Starter,14132.6,47,0.046
2054-09-20,Growth,62808.6,269,0.073
2054-09-20,Scale,184264.45,487,0.028
2054-09-20,Enterprise,513769.79,5153,0.076
2054-10-20,Starter,7358.48,32,0.024
2054-10-20,Growth,37790.83,96,0.073
2054-10-20,Scale,71423.15,358,0.048
2054-10-20,Enterprise,635069.87,14397,0.01
2054-11-19,Starter,9989.06,31,0.074
2054-11-19,Growth,45898.7,214,0.061
2054-11-19,Scale,56339.23,293,0.057
2054-11-19,Enterprise,398660.14,1023,0.027
2054-12-19,Starter,9815.49,106,0.052
2054-12-19,Growth,20177.18,105,0.044
2054-12-19,Scale,182066.45,676,0.023
2054-12-19,Enterprise,228296.84,2454,0.03
2055-01-18,Starter,10535.94,46,0.049
2055-01-18,Growth,56570.12,733,0.037
2055-01-18,Scale,142347.31,2537,0.072
2055-01-18,Enterprise,519122.46,2894,0.031
2055-02-17,Starter,8232.87,44,0.053
2055-02-17,Growth,46150.91,581,0.053
2055-02-17,Scale,116298.96,744,0.073
2055-02-17,Enterprise,561449.37,2165,0.011
2055-03-19,Starter,13711.99,105,0.066
2055-03-19,Growth,22014.01,90,0.06
2055-03-19,Scale,129616.71,2844,0.031
2055-03-19,Enterprise,352362.52,1266,0.018
2055-04-18,Starter,15866.38,78,0.014
2055-04-18,Growth,51135.3,167,0.036
2055-04-18,Scale,143319.12,1331,0.08
2055-04-18,Enterprise,254837.77,1409,0.077
2055-05-18,Starter,9901.72,96,0.077
2055-05-18,Growth,72033.34,1123,0.027
2055-05-18,Scale,194013.72,641,0.065
2055-05-18,Enterprise,356371.93,3498,0.066
2055-06-17,Starter,6043.22,74,0.05
2055-06-17,Growth,72602.14,1480,0.06
2055-06-17,Scale,125763.06,386,0.046
2055-06-17,Enterprise,255651.57,744,0.052
2055-07-17,Starter,6762.94,17,0.048
2055-07-17,Growth,63002.99,186,0.023
2055-07-17,Scale,185366.15,686,0.01
2055-07-17,Enterprise,368845.46,2923,0.066
2055-08-16,Starter,14688.94,69,0.034
2055-08-16,Growth,34729.35,140,0.064
2055-08-16,Scale,165181.38,1967,0.071
2055-08-16,Enterprise,560351.9,3747,0.074
2055-09-15,Starter,13677.55,145,0.048
2055-09-15,Growth,31158.84,126,0.036
2055-09-15,Scale,203721.73,815,0.044
2055-09-15,Enterprise,481510.47,1282,0.034
2055-10-15,Starter,13627.87,53,0.017
2055-10-15,Growth,73300.87,1057,0.044
2055-10-15,Scale,60183.57,1162,0.039
2055-10-15,Enterprise,417658.09,6901,0.05
2055-11-14,Starter,5292.93,40,0.075
2055-11-14,Growth,42283.0,266,0.077
2055-11-14,Scale,95688.8,288,0.063
2055-11-14,Enterprise,511162.77,2023,0.025
2055-12-14,Starter,9893.24,41,0.018
2055-12-14,Growth,52409.09,166,0.038
2055-12-14,Scale,129008.05,460,0.07
2055-12-14,Enterprise,190678.07,1354,0.032
2056-01-13,Starter,15979.3,57,0.06
2056-01-13,Growth,54239.72,182,0.057
2056-01-13,Scale,161255.83,1301,0.016
2056-01-13,Enterprise,581739.09,1854,0.013
2056-02-12,Starter,7200.04,53,0.065
2056-02-12,Growth,63638.76,212,0.042
2056-02-12,Scale,200057.63,507,0.073
2056-02-12,Enterprise,323882.07,918,0.018
2056-03-13,Starter,4431.98,18,0.073
2056-03-13,Growth,70150.64,279,0.059
2056-03-13,Scale,211712.29,703,0.025
2056-03-13,Enterprise,247994.39,3379,0.034
2056-04-12,Starter,4678.82,28,0.03
2056-04-12,Growth,48646.87,238,0.065
2056-04-12,Scale,149022.35,394,0.067
2056-04-12,Enterprise,562693.64,3812,0.043
2056-05-12,Starter,14771.4,189,0.014
2056-05-12,Growth,75964.89,307,0.037
2056-05-12,Scale,196541.28,1153,0.057
2056-05-12,Enterprise,371699.91,2281,0.02
2056-06-11,Starter,11488.43,56,0.022
2056-06-11,Growth,60455.56,522,0.045
2056-06-11,Scale,99591.38,251,0.012
2056-06-11,Enterprise,294860.33,6739,0.046
2056-07-11,Starter,16397.11,92,0.07
2056-07-11,Growth,64004.52,1451,0.04
2056-07-11,Scale,172369.01,569,0.023
2056-07-11,Enterprise,644322.57,2351,0.07
2056-08-10,Starter,5319.36,23,0.075
2056-08-10,Growth,66498.35,314,0.054
2056-08-10,Scale,194944.41,544,0.072
2056-08-10,Enterprise,420673.75,2405,0.013
2056-09-09,Starter,12684.39,51,0.073
2056-09-09,Growth,44685.11,254,0.045
2056-09-09,Scale,151666.44,425,0.067
2056-09-09,Enterprise,677713.99,10408,0.065
2056-10-09,Starter,5184.46,26,0.027
2056-10-09,Growth,41931.75,483,0.052
2056-10-09,Scale,85070.61,306,0.012
2056-10-09,Enterprise,475990.33,1306,0.074
2056-11-08,Starter,8121.49,82,0.023
2056-11-08,Growth,76368.48,601,0.065
2056-11-08,Scale,92223.7,365,0.026
2056-11-08,Enterprise,338919.03,7043,0.038
2056-12-08,Starter,13456.76,269,0.069
2056-12-08,Growth,76903.18,315,0.078
2056-12-08,Scale,171842.45,603,0.01
2056-12-08,Enterprise,516763.06,1875,0.023
2057-01-07,Starter,10059.91,28,0.033
2057-01-07,Growth,29391.13,195,0.02
2057-01-07,Scale,113331.79,530,0.068
2057-01-07,Enterprise,208407.13,1172,0.076
2057-02-06,Starter,7748.97,21,0.049
2057-02-06,Growth,38144.07,179,0.076
2057-02-06,Scale,97652.17,1192,0.051
2057-02-06,Enterprise,594978.15,1814,0.065
2057-03-08,Starter,7792.9,45,0.077
2057-03-08,Growth,74885.29,324,0.01
2057-03-08,Scale,98219.19,491,0.063
2057-03-08,Enterprise,354157.79,4046,0.033
2057-04-07,Starter,4925.98,20,0.078
2057-04-07,Growth,46469.31,201,0.077
2057-04-07,Scale,146811.91,2943,0.023
2057-04-07,Enterprise,315081.11,1248,0.019
2057-05-07,Starter,6118.65,17,0.074
2057-05-07,Growth,23292.09,64,0.054
2057-05-07,Scale,175371.93,1114,0.038
2057-05-07,Enterprise,416212.78,3613,0.051
2057-06-06,Starter,11956.45,136,0.067
2057-06-06,Growth,55148.86,172,0.021
2057-06-06,Scale,203373.26,928,0.068
2057-06-06,Enterprise,571397.19,4375,0.021
2057-07-06,Starter,8552.46,50,0.039
2057-07-06,Growth,55898.8,692,0.074
2057-07-06,Scale,153246.78,1011,0.018
2057-07-06,Enterprise,197566.69,1794,0.023
2057-08-05,Starter,11753.35,277,0.01
2057-08-05,Growth,40868.76,139,0.023
2057-08-05,Scale,138816.16,857,0.016
2057-08-05,Enterprise,704206.04,7574,0.021
2057-09-04,Starter,13673.23,43,0.016
2057-09-04,Growth,74906.43,440,0.036
2057-09-04,Scale,103469.3,564,0.047
2057-09-04,Enterprise,531620.97,1918,0.059
2057-10-04,Starter,5318.23,14,0.038
2057-10-04,Growth,29413.36,141,0.056
2057-10-04,Scale,61727.22,821,0.022
2057-10-04,Enterprise,566405.48,2306,0.028
2057-11-03,Starter,6824.77,117,0.071
2057-11-03,Growth,45623.19,213,0.074
2057-11-03,Scale,115536.54,379,0.075
2057-11-03,Enterprise,635672.94,5645,0.05
2057-12-03,Starter,9462.56,24,0.02
2057-12-03,Growth,35989.61,149,0.038
2057-12-03,Scale,176557.58,4033,0.013
2057-12-03,Enterprise,243236.07,1822,0.041
2058-01-02,Starter,12377.81,101,0.038
2058-01-02,Growth,26181.4,85,0.047
2058-01-02,Scale,142455.43,1876,0.054
2058-01-02,Enterprise,199156.35,1161,0.061
2058-02-01,Starter,12027.45,54,0.079
2058-02-01,Growth,81136.18,288,0.012
2058-02-01,Scale,80793.98,1214,0.019
2058-02-01,Enterprise,261469.29,1078,0.048
2058-03-03,Starter,14090.29,164,0.026
2058-03-03,Growth,30807.78,126,0.069
2058-03-03,Scale,198539.69,803,0.07
2058-03-03,Enterprise,613225.92,2445,0.045
2058-04-02,Starter,12447.47,161,0.047
2058-04-02,Growth,79206.86,215,0.074
2058-04-02,Scale,195500.42,2881,0.069
2058-04-02,Enterprise,641297.31,2353,0.016
2058-05-02,Starter,12582.5,32,0.073
2058-05-02,Growth,50429.5,148,0.042
2058-05-02,Scale,176667.03,2212,0.065
2058-05-02,Enterprise,369055.2,3479,0.049
2058-06-01,Starter,10844.52,86,0.039
2058-06-01,Growth,45540.8,276,0.016
2058-06-01,Scale,215797.97,1718,0.015
2058-06-01,Enterprise,364612.3,1475,0.078
2058-07-01,Starter,15154.54,72,0.041
2058-07-01,Growth,68745.42,252,0.06
2058-07-01,Scale,137746.92,1352,0.063
2058-07-01,Enterprise,363541.62,1352,0.024
2058-07-31,Starter,16403.44,46,0.054
2058-07-31,Growth,50501.01,231,0.052
2058-07-31,Scale,206831.95,1214,0.018
2058-07-31,Enterprise,704158.72,2264,0.07
2058-08-30,Starter,7659.69,33,0.057
2058-08-30,Growth,24592.12,255,0.074
2058-08-30,Scale,67992.0,205,0.029
2058-08-30,Enterprise,498039.7,10652,0.031
2058-09-29,Starter,8611.23,34,0.039
2058-09-29,Growth,25110.16,492,0.013
2058-09-29,Scale,109022.6,425,0.039
2058-09-29,Enterprise,398086.26,3260,0.039
2058-10-29,Starter,8562.31,85,0.037
2058-10-29,Growth,70574.34,243,0.02
2058-10-29,Scale,122715.99,483,0.075
2058-10-29,Enterprise,323646.94,1006,0.026
2058-11-28,Starter,12696.36,180,0.077
2058-11-28,Growth,79711.46,298,0.014
2058-11-28,Scale,77525.01,485,0.043
2058-11-28,Enterprise,260961.43,882,0.063
2058-12-28,Starter,7207.75,68,0.032
2058-12-28,Growth,26214.63,120,0.071
2058-12-28,Scale,132694.63,341,0.011
2058-12-28,Enterprise,206410.11,3241,0.029
2059-01-27,Starter,17096.02,52,0.025
2059-01-27,Growth,42845.21,186,0.062
2059-01-27,Scale,137666.11,916,0.021
2059-01-27,Enterprise,506195.39,3978,0.066
2059-02-26,Starter,15020.68,47,0.053
2059-02-26,Growth,65235.2,177,0.044
2059-02-26,Scale,142835.3,379,0.079
2059-02-26,Enterprise,342492.51,1347,0.065
2059-03-28,Starter,7006.46,22,0.021
2059-03-28,Growth,41212.25,136,0.027
2059-03-28,Scale,116858.12,2110,0.024
2059-03-28,Enterprise,546279.83,11947,0.013
2059-04-27,Starter,17927.47,298,0.031
2059-04-27,Growth,50911.99,791,0.069
2059-04-27,Scale,114908.58,1243,0.045
2059-04-27,Enterprise,344043.04,1126,0.033
2059-05-27,Starter,8306.28,21,0.06
2059-05-27,Growth,40304.27,148,0.019
2059-05-27,Scale,168489.76,659,0.061
2059-05-27,Enterprise,631659.52,2074,0.041
2059-06-26,Starter,9737.02,27,0.076
2059-06-26,Growth,36609.15,330,0.077
2059-06-26,Scale,180098.25,978,0.011
2059-06-26,Enterprise,385711.65,3315,0.064
2059-07-26,Starter,12843.81,121,0.079
2059-07-26,Growth,44457.6,197,0.049
2059-07-26,Scale,100061.02,489,0.027
2059-07-26,Enterprise,662182.9,2956,0.072
2059-08-25,Starter,8172.8,21,0.026
2059-08-25,Growth,44144.0,165,0.069
2059-08-25,Scale,97777.92,930,0.026
2059-08-25,Enterprise,381988.74,1109,0.021
2059-09-24,Starter,15203.59,40,0.012
2059-09-24,Growth,58922.29,337,0.06
2059-09-24,Scale,141826.48,2372,0.026
2059-09-24,Enterprise,229231.99,620,0.038
2059-10-24,Starter,6547.8,19,0.033
2059-10-24,Growth,74993.96,348,0.016
2059-10-24,Scale,227865.87,1453,0.07
2059-10-24,Enterprise,235074.12,934,0.078
2059-11-23,Starter,13561.01,46,0.029
2059-11-23,Growth,32338.41,118,0.058
2059-11-23,Scale,114373.9,702,0.031
2059-11-23,Enterprise,249799.04,948,0.036
2059-12-23,Starter,9978.09,139,0.032
2059-12-23,Growth,55477.4,166,0.076
2059-12-23,Scale,197739.63,2945,0.016
2059-12-23,Enterprise,349764.04,892,0.078
2060-01-22,Starter,9625.42,201,0.06
2060-01-22,Growth,37042.66,128,0.053
2060-01-22,Scale,106853.51,339,0.015
2060-01-22,Enterprise,621090.48,2966,0.033
2060-02-21,Starter,11751.36,37,0.035
2060-02-21,Growth,84086.79,232,0.037
2060-02-21,Scale,203344.66,1983,0.046
2060-02-21,Enterprise,585343.07,1489,0.039
2060-03-22,Starter,5111.4,15,0.018
2060-03-22,Growth,49334.61,143,0.015
2060-03-22,Scale,181073.3,776,0.036
2060-03-22,Enterprise,761894.92,3892,0.032
2060-04-21,Starter,5006.9,15,0.042
2060-04-21,Growth,83810.18,549,0.03
2060-04-21,Scale,72067.62,278,0.056
2060-04-21,Enterprise,500463.07,2960,0.056
2060-05-21,Starter,13198.95,64,0.015
2060-05-21,Growth,35169.06,298,0.078
2060-05-21,Scale,66720.58,177,0.013
2060-05-21,Enterprise,657342.49,12250,0.013
2060-06-20,Starter,17713.62,56,0.039
2060-06-20,Growth,29116.79,501,0.025
2060-06-20,Scale,89151.95,262,0.047
2060-06-20,Enterprise,535797.98,2293,0.024
2060-07-20,Starter,8844.58,22,0.037
2060-07-20,Growth,30385.26,80,0.049
2060-07-20,Scale,83072.63,214,0.043
2060-07-20,Enterprise,524128.46,3141,0.047
2060-08-19,Starter,14538.29,38,0.075
2060-08-19,Growth,25931.19,156,0.012
2060-08-19,Scale,168921.43,1054,0.038
2060-08-19,Enterprise,537765.2,1717,0.037
2060-09-18,Starter,7402.54,141,0.044
2060-09-18,Growth,33230.02,154,0.068
2060-09-18,Scale,193165.71,490,0.018
2060-09-18,Enterprise,605447.19,1723,0.041
2060-10-18,Starter,13854.65,67,0.035
2060-10-18,Growth,41634.67,200,0.026
2060-10-18,Scale,193649.23,602,0.077
2060-10-18,Enterprise,340483.77,1075,0.052
2060-11-17,Starter,18409.85,80,0.052
2060-11-17,Growth,64561.4,263,0.017
2060-11-17,Scale,109274.04,278,0.053
2060-11-17,Enterprise,330693.22,1604,0.016
2060-12-17,Starter,10443.21,77,0.012
2060-12-17,Growth,51860.8,225,0.061
2060-12-17,Scale,144654.89,2238,0.049
2060-12-17,Enterprise,665572.6,1840,0.016
2061-01-16,Starter,9282.35,47,0.035
2061-01-16,Growth,63425.39,369,0.038
2061-01-16,Scale,244332.03,1884,0.063
2061-01-16,Enterprise,511562.79,1383,0.056
2061-02-15,Starter,7950.99,21,0.011
2061-02-15,Growth,25334.95,152,0.068
2061-02-15,Scale,126446.18,793,0.065
2061-02-15,Enterprise,354174.52,1693,0.043
2061-03-17,Starter,16315.57,349,0.024
2061-03-17,Growth,48432.57,168,0.044
2061-03-17,Scale,171518.09,1751,0.039
2061-03-17,Enterprise,433770.22,1829,0.057
2061-04-16,Starter,5166.41,66,0.028
2061-04-16,Growth,27110.58,70,0.077
2061-04-16,Scale,116716.37,749,0.056
2061-04-16,Enterprise,812400.32,5546,0.079
2061-05-16,Starter,12265.6,39,0.013
2061-05-16,Growth,61005.4,164,0.069
2061-05-16,Scale,167852.32,768,0.054
2061-05-16,Enterprise,354260.98,1584,0.019
2061-06-15,Starter,10426.5,57,0.011
2061-06-15,Growth,76865.92,241,0.027
2061-06-15,Scale,104274.57,370,0.012
2061-06-15,Enterprise,563197.97,3890,0.032
2061-07-15,Starter,13867.5,52,0.026
2061-07-15,Growth,24587.11,85,0.06
2061-07-15,Scale,83618.5,210,0.05
2061-07-15,Enterprise,602979.01,3939,0.029
2061-08-14,Starter,15908.54,167,0.053
2061-08-14,Growth,70105.51,414,0.047
2061-08-14,Scale,211359.76,2191,0.034
2061-08-14,Enterprise,487579.38,3089,0.038
2061-09-13,Starter,5091.4,59,0.013
2061-09-13,Growth,38622.64,100,0.013
2061-09-13,Scale,134903.19,646,0.07
2061-09-13,Enterprise,807990.78,10527,0.035
2061-10-13,Starter,14593.19,64,0.062
2061-10-13,Growth,79378.57,1033,0.046
2061-10-13,Scale,180865.53,568,0.045
2061-10-13,Enterprise,768446.43,4765,0.039
2061-11-12,Starter,11312.94,38,0.066
2061-11-12,Growth,81150.45,685,0.019
2061-11-12,Scale,162339.09,1113,0.029
